file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws
u_mand_factor\set28\u_mand_factor_0.2.py,u_mand_factor,28,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640001,40,11,18.400002,55.200001,8.800001,1,0,1028,0
u_mand_factor\set28\u_mand_factor_0.3.py,u_mand_factor,28,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860002,40,11,27.600001,59.800002,13.200001,1,1,1028,0
u_mand_factor\set28\u_mand_factor_0.4.py,u_mand_factor,28,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,11,36.800002,64.400002,17.600001,1,1,1028,0
u_mand_factor\set28\u_mand_factor_0.5.py,u_mand_factor,28,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,11,46.0,69.000001,22.0,1,1,1028,0
u_mand_factor\set28\u_mand_factor_0.6.py,u_mand_factor,28,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,11,55.200002,73.600003,26.400001,1,1,1028,0
u_mand_factor\set28\u_mand_factor_0.7.py,u_mand_factor,28,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.74,40,11,64.4,78.2,30.8,1,1,1028,0
u_mand_factor\set28\u_mand_factor_0.8.py,u_mand_factor,28,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959998,40,11,73.6,82.799997,35.2,1,1,1028,0
u_mand_factor\set28\u_mand_factor_0.9.py,u_mand_factor,28,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,11,82.8,87.400002,39.6,1,1,1028,0
u_mand_factor\set29\u_mand_factor_0.1.py,u_mand_factor,29,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419999,40,9,9.2,50.599999,4.4,1,0,1029,0
u_mand_factor\set29\u_mand_factor_0.2.py,u_mand_factor,29,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639997,40,9,18.399999,55.199995,8.799999,1,0,1029,0
u_mand_factor\set29\u_mand_factor_0.3.py,u_mand_factor,29,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859999,40,9,27.6,59.799999,13.2,1,1,1029,0
u_mand_factor\set29\u_mand_factor_0.4.py,u_mand_factor,29,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079999,40,9,36.799999,64.399999,17.599999,1,1,1029,0
u_mand_factor\set29\u_mand_factor_0.5.py,u_mand_factor,29,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,9,46.000001,69.000001,22.000001,1,1,1029,0
u_mand_factor\set29\u_mand_factor_0.6.py,u_mand_factor,29,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520001,40,9,55.2,73.600001,26.4,1,1,1029,0
u_mand_factor\set29\u_mand_factor_0.7.py,u_mand_factor,29,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.74,40,9,64.399998,78.2,30.799999,1,1,1029,0
u_mand_factor\set29\u_mand_factor_0.8.py,u_mand_factor,29,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959999,40,9,73.6,82.799999,35.2,1,1,1029,0
u_mand_factor\set29\u_mand_factor_0.9.py,u_mand_factor,29,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,9,82.800001,87.400003,39.600001,1,1,1029,0
u_mand_factor\set30\u_mand_factor_0.1.py,u_mand_factor,30,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420001,40,10,9.200001,50.600001,4.280001,1,0,1030,0
u_mand_factor\set30\u_mand_factor_0.2.py,u_mand_factor,30,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,10,18.399999,55.199997,8.559999,1,0,1030,0
u_mand_factor\set30\u_mand_factor_0.3.py,u_mand_factor,30,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859999,40,10,27.6,59.799999,12.84,1,1,1030,0
u_mand_factor\set30\u_mand_factor_0.4.py,u_mand_factor,30,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079999,40,10,36.8,64.399999,17.12,1,1,1030,0
u_mand_factor\set30\u_mand_factor_0.5.py,u_mand_factor,30,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,10,45.999997,68.999997,21.399998,1,1,1030,0
u_mand_factor\set30\u_mand_factor_0.6.py,u_mand_factor,30,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519997,40,10,55.199999,73.599995,25.679999,1,1,1030,0
u_mand_factor\set30\u_mand_factor_0.7.py,u_mand_factor,30,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,10,64.4,78.200001,29.96,1,1,1030,0
u_mand_factor\set30\u_mand_factor_0.8.py,u_mand_factor,30,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,10,73.600001,82.800003,34.240001,1,1,1030,0
u_mand_factor\set30\u_mand_factor_0.9.py,u_mand_factor,30,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.18,40,10,82.799999,87.4,39.599999,1,1,1030,1
u_mand_factor\set31\u_mand_factor_0.1.py,u_mand_factor,31,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,13,9.2,50.599998,4.72,1,0,1031,0
u_mand_factor\set31\u_mand_factor_0.2.py,u_mand_factor,31,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639996,40,13,18.399998,55.199994,9.439999,1,0,1031,0
u_mand_factor\set31\u_mand_factor_0.3.py,u_mand_factor,31,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859994,40,13,27.599998,59.799992,14.159999,1,1,1031,0
u_mand_factor\set31\u_mand_factor_0.4.py,u_mand_factor,31,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080001,40,13,36.8,64.400001,18.88,1,1,1031,0
u_mand_factor\set31\u_mand_factor_0.5.py,u_mand_factor,31,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,46.0,68.999997,23.6,1,1,1031,0
u_mand_factor\set31\u_mand_factor_0.6.py,u_mand_factor,31,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520001,40,13,55.200002,73.600001,28.320001,1,1,1031,0
u_mand_factor\set31\u_mand_factor_0.7.py,u_mand_factor,31,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,13,64.400002,78.199999,33.040001,1,1,1031,0
u_mand_factor\set31\u_mand_factor_0.8.py,u_mand_factor,31,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959995,40,13,73.599998,82.799993,37.759999,1,1,1031,0
u_mand_factor\set31\u_mand_factor_0.9.py,u_mand_factor,31,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,13,82.8,87.399998,42.48,1,1,1031,0
u_mand_factor\set32\u_mand_factor_0.1.py,u_mand_factor,32,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.42,40,13,9.2,50.6,4.28,1,0,1032,0
u_mand_factor\set32\u_mand_factor_0.2.py,u_mand_factor,32,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,13,18.399999,55.200002,8.559999,1,0,1032,0
u_mand_factor\set32\u_mand_factor_0.3.py,u_mand_factor,32,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860001,40,13,27.600001,59.800001,12.840001,1,1,1032,0
u_mand_factor\set32\u_mand_factor_0.4.py,u_mand_factor,32,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,13,36.800001,64.400003,17.120001,1,1,1032,0
u_mand_factor\set32\u_mand_factor_0.5.py,u_mand_factor,32,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999997,68.999998,21.399998,1,1,1032,0
u_mand_factor\set32\u_mand_factor_0.6.py,u_mand_factor,32,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519995,40,13,55.2,73.599993,25.68,1,1,1032,0
u_mand_factor\set32\u_mand_factor_0.7.py,u_mand_factor,32,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,13,64.400002,78.199999,29.960001,1,1,1032,0
u_mand_factor\set32\u_mand_factor_0.8.py,u_mand_factor,32,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960003,40,13,73.6,82.800005,34.24,1,1,1032,0
u_mand_factor\set32\u_mand_factor_0.9.py,u_mand_factor,32,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180001,40,13,82.8,87.400001,38.52,1,1,1032,0
u_mand_factor\set33\u_mand_factor_0.1.py,u_mand_factor,33,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419999,40,12,9.200001,50.599999,4.286667,1,0,1033,0
u_mand_factor\set33\u_mand_factor_0.2.py,u_mand_factor,33,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639996,40,12,18.4,55.199994,8.573333,1,0,1033,0
u_mand_factor\set33\u_mand_factor_0.3.py,u_mand_factor,33,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859999,40,12,27.600001,59.799999,12.860001,1,1,1033,0
u_mand_factor\set33\u_mand_factor_0.4.py,u_mand_factor,33,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,12,36.800001,64.400002,17.146667,1,1,1033,0
u_mand_factor\set33\u_mand_factor_0.5.py,u_mand_factor,33,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,12,46.000002,69.000003,21.433334,1,1,1033,0
u_mand_factor\set33\u_mand_factor_0.6.py,u_mand_factor,33,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.52,40,12,55.199998,73.6,25.719999,1,1,1033,0
u_mand_factor\set33\u_mand_factor_0.7.py,u_mand_factor,33,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,12,64.399998,78.199999,30.006666,1,1,1033,0
u_mand_factor\set33\u_mand_factor_0.8.py,u_mand_factor,33,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960003,40,12,73.600002,82.800005,34.293334,1,1,1033,0
u_mand_factor\set33\u_mand_factor_0.9.py,u_mand_factor,33,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,12,82.8,87.400003,38.58,1,1,1033,0
u_mand_factor\set34\u_mand_factor_0.1.py,u_mand_factor,34,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420003,40,13,9.199999,50.600005,4.408571,1,0,1034,0
u_mand_factor\set34\u_mand_factor_0.2.py,u_mand_factor,34,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640001,40,13,18.400005,55.200001,8.817145,1,0,1034,0
u_mand_factor\set34\u_mand_factor_0.3.py,u_mand_factor,34,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859999,40,13,27.599997,59.799999,13.225713,1,1,1034,0
u_mand_factor\set34\u_mand_factor_0.4.py,u_mand_factor,34,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,13,36.799998,64.399997,17.634285,1,1,1034,0
u_mand_factor\set34\u_mand_factor_0.5.py,u_mand_factor,34,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999997,68.999998,22.042855,1,1,1034,0
u_mand_factor\set34\u_mand_factor_0.6.py,u_mand_factor,34,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520003,40,13,55.2,73.600005,26.451429,1,1,1034,0
u_mand_factor\set34\u_mand_factor_0.7.py,u_mand_factor,34,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740002,40,13,64.400001,78.200002,30.860001,1,1,1034,0
u_mand_factor\set34\u_mand_factor_0.8.py,u_mand_factor,34,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959996,40,13,73.599995,82.799994,35.268569,1,1,1034,0
u_mand_factor\set34\u_mand_factor_0.9.py,u_mand_factor,34,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180001,40,13,82.799999,87.400001,39.677142,1,1,1034,0
u_mand_factor\set35\u_mand_factor_0.1.py,u_mand_factor,35,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419999,40,15,9.199999,50.599999,4.279999,1,0,1035,0
u_mand_factor\set35\u_mand_factor_0.2.py,u_mand_factor,35,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639999,40,15,18.4,55.199999,8.56,1,1,1035,0
u_mand_factor\set35\u_mand_factor_0.3.py,u_mand_factor,35,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859999,40,15,27.6,59.799999,12.84,1,1,1035,0
u_mand_factor\set35\u_mand_factor_0.4.py,u_mand_factor,35,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080001,40,15,36.800001,64.400001,17.120001,1,1,1035,0
u_mand_factor\set35\u_mand_factor_0.5.py,u_mand_factor,35,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,15,46.000001,69.000003,21.400001,1,1,1035,0
u_mand_factor\set35\u_mand_factor_0.6.py,u_mand_factor,35,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,15,55.199999,73.600002,25.679999,1,1,1035,0
u_mand_factor\set35\u_mand_factor_0.7.py,u_mand_factor,35,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740002,40,15,64.400001,78.200002,29.960001,1,1,1035,0
u_mand_factor\set35\u_mand_factor_0.8.py,u_mand_factor,35,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,15,73.600002,82.8,34.240001,1,1,1035,0
u_mand_factor\set35\u_mand_factor_0.9.py,u_mand_factor,35,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,13,82.800003,87.399998,39.677145,1,1,1035,1
u_mand_factor\set36\u_mand_factor_0.1.py,u_mand_factor,36,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419999,40,15,9.200002,50.599999,4.408573,1,0,1036,0
u_mand_factor\set36\u_mand_factor_0.2.py,u_mand_factor,36,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,15,18.399998,55.199997,8.817142,1,0,1036,0
u_mand_factor\set36\u_mand_factor_0.3.py,u_mand_factor,36,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860003,40,15,27.6,59.800005,13.225714,1,1,1036,0
u_mand_factor\set36\u_mand_factor_0.4.py,u_mand_factor,36,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080003,40,15,36.800002,64.400005,17.634287,1,1,1036,0
u_mand_factor\set36\u_mand_factor_0.5.py,u_mand_factor,36,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,15,46.000002,68.999998,22.042858,1,1,1036,0
u_mand_factor\set36\u_mand_factor_0.6.py,u_mand_factor,36,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519998,40,15,55.2,73.599997,26.451429,1,1,1036,0
u_mand_factor\set36\u_mand_factor_0.7.py,u_mand_factor,36,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739998,40,15,64.4,78.199997,30.86,1,1,1036,0
u_mand_factor\set36\u_mand_factor_0.8.py,u_mand_factor,36,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,15,73.6,82.800003,35.268571,1,1,1036,0
u_mand_factor\set36\u_mand_factor_0.9.py,u_mand_factor,36,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,15,82.8,87.399998,39.677143,1,1,1036,0
u_mand_factor\set37\u_mand_factor_0.1.py,u_mand_factor,37,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419999,40,15,9.199999,50.599999,4.408571,1,0,1037,0
u_mand_factor\set37\u_mand_factor_0.2.py,u_mand_factor,37,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639996,40,15,18.399999,55.199994,8.817142,1,0,1037,0
u_mand_factor\set37\u_mand_factor_0.3.py,u_mand_factor,37,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859997,40,15,27.599998,59.799995,13.225713,1,1,1037,0
u_mand_factor\set37\u_mand_factor_0.4.py,u_mand_factor,37,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,15,36.799999,64.400002,17.634285,1,1,1037,0
u_mand_factor\set37\u_mand_factor_0.5.py,u_mand_factor,37,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,15,46.000001,69.000002,22.042858,1,1,1037,0
u_mand_factor\set37\u_mand_factor_0.6.py,u_mand_factor,37,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520001,40,15,55.199998,73.600001,26.451427,1,1,1037,0
u_mand_factor\set37\u_mand_factor_0.7.py,u_mand_factor,37,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,15,64.400005,78.199999,30.860002,1,1,1037,0
u_mand_factor\set37\u_mand_factor_0.8.py,u_mand_factor,37,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,15,73.600001,82.8,35.268572,1,1,1037,0
u_mand_factor\set37\u_mand_factor_0.9.py,u_mand_factor,37,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,15,82.800005,87.400002,39.677145,1,1,1037,0
u_mand_factor\set38\u_mand_factor_0.1.py,u_mand_factor,38,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420005,40,13,9.200001,50.600007,4.280001,1,0,1038,0
u_mand_factor\set38\u_mand_factor_0.2.py,u_mand_factor,38,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,13,18.399998,55.199998,8.559999,1,0,1038,0
u_mand_factor\set38\u_mand_factor_0.3.py,u_mand_factor,38,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860001,40,13,27.6,59.800001,12.84,1,1,1038,0
u_mand_factor\set38\u_mand_factor_0.4.py,u_mand_factor,38,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,13,36.800003,64.400002,17.120002,1,1,1038,0
u_mand_factor\set38\u_mand_factor_0.5.py,u_mand_factor,38,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,46.000002,69.000003,21.400001,1,1,1038,0
u_mand_factor\set38\u_mand_factor_0.6.py,u_mand_factor,38,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519998,40,13,55.200001,73.599998,25.680001,1,1,1038,0
u_mand_factor\set38\u_mand_factor_0.7.py,u_mand_factor,38,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740003,40,13,64.4,78.200005,29.96,1,1,1038,0
u_mand_factor\set38\u_mand_factor_0.8.py,u_mand_factor,38,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,13,73.599998,82.8,34.239999,1,1,1038,0
u_mand_factor\set38\u_mand_factor_0.9.py,u_mand_factor,38,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,13,82.8,87.400003,38.52,1,1,1038,0
u_mand_factor\set39\u_mand_factor_0.1.py,u_mand_factor,39,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419997,40,15,9.199999,50.599995,4.279999,1,0,1039,0
u_mand_factor\set39\u_mand_factor_0.2.py,u_mand_factor,39,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640004,40,15,18.399999,55.200006,8.559999,1,0,1039,0
u_mand_factor\set39\u_mand_factor_0.3.py,u_mand_factor,39,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859996,40,15,27.599995,59.799994,12.839998,1,1,1039,0
u_mand_factor\set39\u_mand_factor_0.4.py,u_mand_factor,39,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,15,36.800001,64.400003,17.120001,1,1,1039,0
u_mand_factor\set39\u_mand_factor_0.5.py,u_mand_factor,39,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,15,46.000001,68.999999,21.400001,1,1,1039,0
u_mand_factor\set39\u_mand_factor_0.6.py,u_mand_factor,39,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519995,40,15,55.199999,73.599993,25.679999,1,1,1039,0
u_mand_factor\set39\u_mand_factor_0.7.py,u_mand_factor,39,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,15,64.4,78.199999,29.96,1,1,1039,0
u_mand_factor\set39\u_mand_factor_0.8.py,u_mand_factor,39,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960005,40,15,73.600005,82.800007,34.240002,1,1,1039,0
u_mand_factor\set39\u_mand_factor_0.9.py,u_mand_factor,39,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179997,40,15,82.799997,87.399995,38.519998,1,1,1039,0
u_mand_factor\set40\u_mand_factor_0.1.py,u_mand_factor,40,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,13,9.199997,50.599997,4.279998,1,0,1040,0
u_mand_factor\set40\u_mand_factor_0.2.py,u_mand_factor,40,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,13,18.399999,55.199998,8.559999,1,0,1040,0
u_mand_factor\set40\u_mand_factor_0.3.py,u_mand_factor,40,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,13,27.6,59.799997,12.84,1,1,1040,0
u_mand_factor\set40\u_mand_factor_0.4.py,u_mand_factor,40,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079999,40,13,36.800001,64.399999,17.120001,1,1,1040,0
u_mand_factor\set40\u_mand_factor_0.5.py,u_mand_factor,40,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,13,46.000001,69.000001,21.400001,1,1,1040,0
u_mand_factor\set40\u_mand_factor_0.6.py,u_mand_factor,40,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520005,40,13,55.200002,73.600007,25.680001,1,1,1040,0
u_mand_factor\set40\u_mand_factor_0.7.py,u_mand_factor,40,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.74,40,13,64.4,78.2,29.96,1,1,1040,0
u_mand_factor\set40\u_mand_factor_0.8.py,u_mand_factor,40,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,13,73.600002,82.8,34.240001,1,1,1040,0
u_mand_factor\set40\u_mand_factor_0.9.py,u_mand_factor,40,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180004,40,10,82.800002,87.400006,38.580001,1,1,1040,2
u_mand_factor\set41\u_mand_factor_0.1.py,u_mand_factor,41,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420006,40,15,9.200003,50.600009,4.280002,1,0,1041,0
u_mand_factor\set41\u_mand_factor_0.2.py,u_mand_factor,41,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,15,18.399997,55.200003,8.559998,1,0,1041,0
u_mand_factor\set41\u_mand_factor_0.3.py,u_mand_factor,41,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860003,40,15,27.6,59.800005,12.84,1,1,1041,0
u_mand_factor\set41\u_mand_factor_0.4.py,u_mand_factor,41,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079996,40,15,36.799999,64.399994,17.119999,1,1,1041,0
u_mand_factor\set41\u_mand_factor_0.5.py,u_mand_factor,41,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,15,45.999995,68.999997,21.399998,1,1,1041,0
u_mand_factor\set41\u_mand_factor_0.6.py,u_mand_factor,41,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520006,40,15,55.2,73.600009,25.68,1,1,1041,0
u_mand_factor\set41\u_mand_factor_0.7.py,u_mand_factor,41,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740003,40,15,64.399999,78.200005,29.959999,1,1,1041,0
u_mand_factor\set41\u_mand_factor_0.8.py,u_mand_factor,41,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959995,40,15,73.6,82.799993,34.24,1,1,1041,0
u_mand_factor\set41\u_mand_factor_0.9.py,u_mand_factor,41,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179997,40,15,82.799999,87.399995,38.519999,1,1,1041,0
u_mand_factor\set42\u_mand_factor_0.1.py,u_mand_factor,42,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,11,9.2,50.599998,4.28,1,0,1042,0
u_mand_factor\set42\u_mand_factor_0.2.py,u_mand_factor,42,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.64,40,11,18.399997,55.2,8.559998,1,0,1042,0
